id;available;name;vendor;vendorCode;url;price;currencyId;categoryId;manufacturer_warranty;delivery;description;picture;barcode;outOzon;cartons_dimensions;priceOzYM;priceWB;Stock;brand_name;style_name;collection_name;series_name;Гарантия;УчастникТВПрограммы;ДваВОдном;ТипПотолочногоКрепления;Технологии;Типы помещении;Напряжение;КодТНВЭД;КлассЭлектрозащиты;ingress_protection_rating;ЦветАрматуры;МатериалАрматуры;ЦветХрусталя;Диаметр;Длина;Ширина;Высота;МинимальнаяВысота;ФормаМонтажногоОтверстияВстраиваемогоСветильника;ТипМонтажаВстраиваемогоСветильника;ДиаметрМонтажногоОтверстияВстраиваемогоСветильника;ГлубинаМонтажногоОтверстияВстраиваемогоСветильника;ШиринаМонтажногоОтверстияВстраиваемогоСветильника;ДлинаМонтажногоОтверстияВстраиваемогоСветильника;Цепь;ДлинаЦепи;Чаша крепления;ФормаЧашиКрепления;ШиринаЧашиКрепления;ДлинаЧашиКрепления;ДиаметрЧашиКрепления;ВысотаЧашиКрепления;ФормаАбажура;ТипКрепленияАбажура;МатериалАбажура;ЦветАбажура;ВысотаАбажура;ШиринаАбажура;ДлинаАбажура;lampshade_top_diameter;НижнийДиаметрАбажура;ВерхняяШиринаАбажура;НижняяШиринаАбажура;ВерхняяДлинаАбажура;НижняяДлинаАбажура;ДиаметрАбажура;РадиусАбажура;lamp_is_led;ЛампыВКомплекте;Цоколь;КоличествоЛамп;Мощность;СветовойПоток;УголРассеивания;ИндексЦветопередачи;ЦветоваяТемпература;АналогЛампыНакаливания;Фото1;Фото2;Фото3;Фото4;Фото5;Фото6;Фото7;Фото8;Категория;ВесНетто;ВесБрутто;Страна происхождения;Типоразмер;ЦветовойКод;ЭтоНовинка;СтатусRu_Ru;Видео1;Видео2;Видео3;IES;3D-модель;Маркер;Описание для каталога;Полное наименование;cartons;ЦветоваяТемператураМин;ЦветоваяТемператураМакс;Youtube;Youtube серия;Фото9;Фото10;Фото11;Фото12;Фото13;Фото14;Фото15;Фото16;Фото17;Фото18;Фото19;Фото20;ЕдиницаИзмерения;СовместимостьКоллекции;КоличествоСветодиодовНаМетр;Объем коробки, м3;Oldprice;ДатаПрихода;Инструкция;ВидНоменклатуры;КратностьРезки;РабочаяТемпература;Тип светодиодов;Цена за 1м;Протокол управления;РекомендуемыеЛампы;Текст о серии;Аксессуары;Стиль;Коллекция;Серия
20021;ИСТИНА;Светодиодная лента Led Strip 20021;Led Strip;20021;https://maytoni.ru/i/20021;1900;RUB;49;ИСТИНА;ИСТИНА;Светодиодная лента 24В 2835 9,6Вт/м 6000K 5м IP20 5мм 20021;;4.25111E+12;1890.5;190/160/12;1890.5;1900;25;Led Strip;;Светодиодная лента Standard;Светодиодная лента 24В;3;Нет;Нет;;;;DC 24 V;8539908009;Class3;IP 20;Белый;Медь;;;5000;5;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Да;Нет;LED;;9.6;1000;120;80;6000;;https://mais-upload.maytoni.de/Photo/56f8c67b-7aee-405f-9c12-4f29f27a4366/026standard/_standard.jpeg;https://mais-upload.maytoni.de/Photo/f777bb5b-a024-43b7-84f8-840cd3396afb/009standard/element_20021_w_standard_(2).jpeg;https://mais-upload.maytoni.de/Photo/724e03e4-d136-47b2-b2cb-8a9095bc2bea/009standard/element_20021_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/b2772a74-28e8-4f42-abb9-fe0b12a0a7f7/009standard/element_20021_w_standard_(1).jpeg;;;;;Светодиодная лента;0.06;0.074;КИТАЙ;2835;Монохром;Нет;Акция;;;;https://mais-upload.maytoni.de/Documents/6073f13c-f496-42f9-800e-fb4c0cb5e647/o/ies_20021.ies;;Да;Светодиодная лента – современный и популярный источник освещения. SMD-светодиоды потребляют мало электроэнергии (в 8 раз меньше, чем лампы накаливания), при этом обладают высокой светоотдачей и минимальным нагревом. С их помощью можно организовать как декоративную подсветку, так и полноценное освещение в квартире и доме. Компания Maytoni предлагает широкий выбор светодиодных лент на 12В и 24В. Все необходимые комплектующие – блоки питания, контроллеры, профиль и коннекторы – также представлены в ассортименте.;Светодиодная лента 24В 2835 9,6Вт/м 6000K 5м IP20 5мм;1;;;;;;;;;;;;;;;;;шт;;120;0.000403;1900;;https://mais-upload.maytoni.de/Documents/6073f13c-f496-42f9-800e-fb4c0cb5e647/instruction_20021.pdf;Светодиодная лента;50;-30...+50°C;SMD;380;;;"Светодиодная лента – современный и популярный источник освещения. SMD-светодиоды потребляют мало электроэнергии (в 8 раз меньше, чем лампы накаливания), при этом обладают высокой светоотдачей и минимальным нагревом. С их помощью можно организовать как декоративную подсветку, так и полноценное освещение в квартире и доме. Компания Maytoni предлагает широкий выбор светодиодных лент на 12В и 24В. Все необходимые комплектующие – блоки питания, контроллеры, профиль и коннекторы – также представлены в ассортименте.";;;Светодиодная лента Стандарт / Standard;Светодиодная лента 24В
FR6224PL-L6AM2;ЛОЖЬ;Подвесной светильник Freya FR6224PL-L6AM2;Freya;FR6224PL-L6AM2;https://freya-light.com/i/FR6224PL-L6AM2;5000;RUB;2;ИСТИНА;ИСТИНА;Подвесной светильник FR6224PL-L6AM2;;4.09978E+12;10710;260/260/260;11577.51;11577.51;0;Freya;-;LED;Фата / Fata;3;Нет;Нет;Планка;;;AC 220-240 V 50 Hz;9405110039;Class1;IP 20;Бронза;Металл;;;220;220;1795;195;;;;;;;;;Да;;80;80;80;40;;;Стекло;Янтарный;150;180;180;;;;;;;;;Да;Нет;LED;;10;150;120;90;3000;;https://mais-upload.maytoni.de/Photo/b9e7e5c2-56b8-4157-9125-9484ec5ddde1/0007standard/PHOTO_FR6224PL-L6AM2_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/f3a5aecc-ea09-4d19-ac7f-942686ab85ec/0008standard/PHOTO_FR6224PL-L6AM2_on_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/81eaa5ab-6812-4156-ae68-b632832b6fee/0009standard/PHOTO_element_FR6224PL-L6AM2_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/7328c765-a713-4c4e-946e-77d593e833c9/0027standard/PHOTO_Additional_perspective_FR6224PL-L6AM2_standard.jpeg;https://mais-upload.maytoni.de/Photo/9aad948a-e4a2-44da-a5a7-d501a29b7a47/0032standard/PHOTO_Mounting_components_FR6224PL-L6AM2_standard.jpeg;https://mais-upload.maytoni.de/Photo/fa406aa4-37b3-41bd-8d91-b47912223829/0033standard/PHOTO_fastening_FR6224PL-L6AM2_standard.jpeg;https://mais-upload.maytoni.de/Photo/245b8fa9-8274-43e3-bae1-2d8f95459a30/0004standard/PHOTO_box_straight_FR6224PL-L6AM2_standard.jpeg;https://mais-upload.maytoni.de/Photo/949af077-dc74-4275-9339-b24063264265/0005standard/PHOTO_box_turn_FR6224PL-L6AM2_standard.jpeg;Подвесной светильник;1.25;1.6;КИТАЙ;;;Нет;DIY;https://mais-upload.maytoni.de/Documents/59e22283-0f8f-4d5d-a22e-2f091ad588d6/030/FR6224PL-L6AM2_0_030_0.gif;https://mais-upload.maytoni.de/Documents/ef80b88a-adaa-45bb-bf22-cfbe6951aea7/062/FR6224PL-L6AM2_0_062_0.mp4;;;;Нет;;Подвесной светильник FR6224PL-L6AM2 Фата / Fata 10 Вт LED;1;;;;;https://mais-upload.maytoni.de/Photo/e5cc43a2-554b-452f-901a-627e6590c08f/0026standard/PHOTO_Main_Image_FR6224PL-L6AM2_standard.jpeg;https://mais-upload.maytoni.de/Photo/5335176d-ef43-4bcc-ac9d-0b279abf7dcc/0034standard/Image_photo_FR6224PL-L6AM2_standard.jpeg;https://mais-upload.maytoni.de/Photo/94aa4ba4-da24-43fb-a89d-8437b7c50731/003standard/interior_FR6224PL-L6AM2_standard.jpeg;;;;;;;;;;шт;;;0.020048;;;;Подвесной светильник;;;;;;;;;;Светодиод;Фата / Fata
FR5186WL-01BS;ИСТИНА;Настенный светильник (бра) Freya FR5186WL-01BS;Freya;FR5186WL-01BS;https://freya-light.com/i/FR5186WL-01BS;5500;RUB;6;ИСТИНА;ИСТИНА;Настенный светильник (бра) FR5186WL-01BS;;4.25111E+12;5500;180/185/220;5945.5;5951;21;Freya;-;Modern;Lino;1;Нет;Нет;Планка;;;AC 220-240 V 50 Hz;9405190032;Class1;IP 20;Латунь;Металл;;;240;160;255;255;;;;;;;;;;;;;;;Цилиндр;B;Текстиль на ПВХ;Белый;120;;;160;;;;;;;;Нет;Нет;E14;1;40;;;;0;;https://media.maytoni.ru/high/Series/00-00059498/FR5186WL-01BS/FR5186WL-01BS_1_107_1.jpg;https://media.maytoni.ru/high/Series/00-00059498/FR5186WL-01BS/FR5186WL-01BS_1_003_1.jpg;https://media.maytoni.ru/high/Series/00-00059498/FR5186WL-01BS/FR5186WL-01BS_1_036_1.jpg;https://media.maytoni.ru/high/Series/00-00059498/FR5186WL-01BS/FR5186WL-01BS_1_050_1.jpg;https://media.maytoni.ru/high/Series/00-00059498/FR5186WL-01BS/FR5186WL-01BS_1_0007_1.jpeg;https://media.maytoni.ru/high/Series/00-00059498/FR5186WL-01BS/FR5186WL-01BS_1_0009_1.jpeg;https://media.maytoni.ru/high/Series/00-00059498/FR5186WL-01BS/FR5186WL-01BS_1_0027_1.jpeg;https://media.maytoni.ru/high/Series/00-00059498/FR5186WL-01BS/FR5186WL-01BS_1_020_0.jpg;Настенный светильник (бра);0.59;0.87;КИТАЙ;;;Нет;Матрица;;;;;;Нет;Металлическая арматура в цвете латунь. Тканевые абажуры на ПВХ белого оттенка. Декор — прозрачные акриловые трубки. Лампа с цоколем E14 (не в комплекте). Широкий ассортимент моделей.;Настенный светильник (бра) Лино / Lino;1;;;;;;;;;;;;;;;;;шт;;;0.00855;;;https://mais-upload.maytoni.de/upload/media/61bc1999-6905-45d7-90ab-e56106437c24/instruction_FR5186WL-01BS.pdf;Настенный светильник (бра);;;;;;Светодиодная лампа Стандарт Шар 10Вт 4000K E14 (8454),Светодиодная лампа Филамент  Свеча на ветру 9Вт 3000K E14 (7220),Светодиодная лампа Филамент Свеча на ветру матовая 6Вт 4000K E14 (7026),Светодиодная лампа Филамент  Шар 9Вт 4000K E14 (7137),Светодиодная лампа Филамент Свеча 5Вт 2800K E14 диммируемая (8460),Светодиодная лампа Филамент Свеча на ветру матовая 6Вт 2800K E14 (7025),Светодиодная лампа Wi-Fi Шар E14 5Вт 2700K-6500K MIX диммируемая (2428),Светодиодная лампа Филамент Свеча 5Вт 2700K E14 диммируемая (7199),Светодиодная лампа Филамент Свеча 7Вт 2800K E14 CRI97 (7152),Светодиодная лампа Филамент  Свеча 9Вт 2700K E14 (7218),Светодиодная лампа Филамент  Шар 9Вт 2800K E14 (7136),Светодиодная лампа Стандарт Шар 7Вт 3000K E14 (7242),Светодиодная лампа Филамент Шар 6Вт 4000K E14 (7022),Светодиодная лампа Стандарт Шар 7Вт 4000K E14 (7055),Светодиодная лампа Филамент Шар 6Вт 2800K E14 (7021),Светодиодная лампа Филамент Свеча матовая 6Вт 4000K E14 (7045),Светодиодная лампа Стандарт Шар 7Вт 2800K E14 (7054),Светодиодная лампа Филамент  Шар 9Вт 2700K E14 (7221),Светодиодная лампа Стандарт Свеча 10Вт 4000K E14 (7065),Светодиодная лампа Стандарт Свеча 7Вт 4000K E14 (7049),Светодиодная лампа Стандарт Свеча 7Вт 3000K E14 (7230),Светодиодная лампа Филамент Свеча на ветру 6Вт 2800K E14 (7017),Светодиодная лампа Филамент  Свеча 9Вт 4000K E14 (7135),Светодиодная лампа Филамент Свеча на ветру 6Вт 3000K E14 (7209),Светодиодная лампа Филамент Свеча 6Вт 4000K E14 (7020),Светодиодная лампа Филамент Шар 6Вт 2700K E14 (7212),Светодиодная лампа Филамент  Шар 9Вт 3000K E14 (7222),Светодиодная лампа Стандарт Свеча 7Вт 2800K E14 (7048),Светодиодная лампа Филамент Свеча corn 6Вт 3000K E14 (7211),Светодиодная лампа Филамент Свеча на ветру матовая 6Вт 3000K E14 (7210),Светодиодная лампа Филамент Свеча 7Вт 4000K E14 CRI97 (7153),Светодиодная лампа Филамент Свеча 6Вт 2800K E14 (7019),Светодиодная лампа Филамент Свеча 7Вт 3000K E14 (7216),Светодиодная лампа Филамент Свеча матовая 6Вт 3000K E14 (7207),Светодиодная лампа Филамент  Свеча 9Вт 3000K E14 (7219),Свеча диммируемая Е14 2800К 6W (5491),Светодиодная лампа Стандарт Свеча 10Вт 2800K E14 (7064),Светодиодная лампа Филамент Свеча corn 6Вт 4000K E14 (7028),Светодиодная лампа Стандарт Шар 10Вт 2800K E14 (8453),Светодиодная лампа Филамент Свеча 6Вт 2700K E14 (7197),Светодиодная лампа Филамент Свеча матовая 6Вт 2800K E14 (7044),Светодиодная лампа Филамент Шар 5Вт 4000K E14 диммируемая (8465),Светодиодная лампа Филамент  Свеча 9Вт 2800K E14 (7134),Светодиодная лампа Филамент Свеча corn 6Вт 2800K E14 (7027),Светодиодная лампа Филамент Свеча 6Вт 3000K E14 (7198),Светодиодная лампа Филамент  Свеча на ветру 9Вт 2800K E14 (7132),Шар диммируемый Е14 4000К 6W (5494),Светодиодная лампа Филамент Свеча 5Вт 4000K E14 диммируемая (8461),Светодиодная лампа Wi-Fi Свеча E14 5Вт 2700K-6500K MIX диммируемая (2427),Светодиодная лампа Филамент Свеча на ветру 6Вт 4000K E14 (7018),Светодиодная лампа Филамент Шар 6Вт 3000K E14 (7213),Светодиодная лампа Филамент  Свеча на ветру 9Вт 4000K E14 (7133);Серия Лино / Lino — элегантная интерпретация современной классики. Металлическая арматура окрашена в благородный оттенок латуни. Тканевые абажуры мягко приглушают световой поток, создавая уютное и комфортное освещение. Симметричность элементов формирует лёгкий, нежный образ. Декор из прозрачных акриловых трубок подчёркивает невесомость композиции. Сочетание фактур и материалов придаёт светильникам современный характер и визуальный интерес. Серия включает как общие, так и зональные источники света: подвесные светильники и бра. Широкий выбор позволяет формировать разнообразные сценарии в стиле неоклассика, модерн, ар-деко и эклектика. Создавайте впечатления с серией Лино / Lino.;;;Современный;Лино
VGL7237DLB-01B1;ЛОЖЬ;Встраиваемый светильник Voltega VGL7237DLB-01B1;Voltega;VGL7237DLB-01B1;https://maytoni.ru/i/VGL7237DLB-01B1;510;RUB;7;ИСТИНА;ИСТИНА;Встраиваемый светильник VGL7237DLB-01B1;;4.09978E+12;510;110/40/85;510;561;0;Voltega;;Сети.Точечный свет;Грейв / Grave;1;Нет;Нет;;;;AC 220-240 V 50 Hz;9405110033;Class2;IP 20;Черный;Металл и акрил;;;80;80;33;;;;65;;;;;;;;;;;;;;;;;;;;;;;;;;;Нет;Нет;GU10;1;10;;;;;;https://mais-upload.maytoni.de/Photo/a6edd428-4377-4746-b55d-98468731d376/0007standard/PHOTO_VGL7237DLB-01B1_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/d3c10f9c-e12a-4cd5-adb7-e26db8ad80d6/0004standard/PHOTO_box_straight_VGL7237DLB-01B1_standard.jpeg;https://mais-upload.maytoni.de/Photo/77f187db-aa36-4090-b0d6-9d69acf14610/0005standard/PHOTO_box_turn_VGL7237DLB-01B1_standard.jpeg;https://mais-upload.maytoni.de/Photo/4607049d-12ef-4245-9cc0-ffebb3c09317/0008standard/PHOTO_VGL7237DLB-01B1_on_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/66a0f0fe-d825-4c4e-958d-ce97614a8719/0009standard/PHOTO_element_VGL7237DLB-01B1_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/f5665728-6dd4-4c2e-8bc2-4d746514d554/0026standard/PHOTO_Main_Image_VGL7237DLB-01B1_standard.jpeg;https://mais-upload.maytoni.de/Photo/24797e8a-9159-4f9a-846a-8eb1f905eb6e/0027standard/PHOTO_Additional_perspective_VGL7237DLB-01B1_standard.jpeg;https://mais-upload.maytoni.de/Photo/b4c661ac-d793-4eb3-bbcb-b18811f21a16/0032standard/PHOTO_Mounting_components_VGL7237DLB-01B1_standard.jpeg;Встраиваемый светильник;0.055;0.092;КИТАЙ;;;Нет;DIY;;;;;;Нет;;Встраиваемый светильник VGL7237DLB-01B1 - GU10x1;1;;;;;https://mais-upload.maytoni.de/Photo/10b455c3-e835-403a-9fb4-35f7447084ce/0033standard/PHOTO_fastening_VGL7237DLB-01B1_standard.jpeg;https://mais-upload.maytoni.de/Photo/b67f4adf-c6b2-4c92-8e5b-2f731cd42d5e/0034standard/Image_photo_VGL7237DLB-01B1_standard.jpeg;https://mais-upload.maytoni.de/Photo/1ad7d1d4-2503-4233-92c0-ada5e41a8c50/003standard/interior_VGL7237DLB-01B1_standard.jpeg;;;;;;;;;;шт;;;0.000452;;;;Встраиваемый светильник;;;;;;;;;;Сети.Точечный свет;
FR5257PL-L32CH;ИСТИНА;Подвесной светильник Freya FR5257PL-L32CH;Freya;FR5257PL-L32CH;https://freya-light.com/i/FR5257PL-L32CH;59200;RUB;2;ИСТИНА;ИСТИНА;Подвесной светильник FR5257PL-L32CH;;4.09978E+12;59200;150/910/910;62130.4;62160;50;Freya;-;Modern;Tier;3;Нет;Нет;Планка;;;AC 220-240 V 50 Hz;9405110039;Class1;IP 20;Хром;Металл и Стекло;;800;800;800;1500;300;;;;;;;Да;1500;Да;;150;150;150;50;;;;Прозрачный;;;;;;;;;;;;Да;Нет;LED;;30;2400;120;80;0;;https://mais-upload.maytoni.de/Photo/9ac94ca1-ca61-482b-86a8-2b21a4dc2d09/0007standard/PHOTO_FR5257PL-L32CH_on_w_standard_(4).jpeg;https://mais-upload.maytoni.de/Photo/9071264d-2232-4f40-8275-ba81100c0592/0033standard/PHOTO_fastening_FR5257PL-L32CH_standard.jpeg;https://mais-upload.maytoni.de/Photo/999da292-4212-41f4-9b2a-b5a6855ba949/0003standard/PHOTO_remote controller_FR5257PL-L32CH_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/606dce1c-8ceb-41da-809b-218d6082b489/003standard/interior_FR5257PL-L32CH_standard.jpeg;https://mais-upload.maytoni.de/Photo/c6e81583-d2f8-4475-8a75-0019c01b7666/0032standard/PHOTO_Mounting_components_FR5257PL-L32CH_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/5d461107-e7a7-4c12-ab5b-35f1a8a730ed/0009standard/PHOTO_element_FR5257PL-L32CH_w_standard.jpeg;;;Подвесной светильник;6;6.6;КИТАЙ;;;Нет;Матрица;;;;;https://mais-upload.maytoni.de/Documents/6e048ac2-59e6-41d8-8d47-1ef1953cd21d/007/FR5257PL-L32CH_0_007_0.zip;Нет;Металлическая арматура в оттенках латунь и хром. Хрустальные кольца с геометричными гранями. СД/LED источник света 3000К–5000K с индексом цветопередачи Ra>80 и углом рассеивания 120°. Управление цветовой температурой и яркостью через пульт (в комплекте). Для подвесных моделей доступны потолочные крепления-аксессуары различных диаметров и цветов, что позволяет гибко адаптировать светильник под любую монтажную задачу и интерьер.;Подвесной светильник Уровень/Ярус / Tier;1;3000;6000;;;;;;;;;;;;;;;шт;;;0.124215;;;https://mais-upload.maytoni.de/upload/media/2d516332-1931-4447-815b-c3c4ee275299/instruction_FR5257PL-L32CH.pdf;Подвесной светильник;;;;;;;Светильники  серии Ярус/Tier — это идеальное сочетание современного дизайна и функциональности. Каждый элемент выполнен с учетом современных тенденций. Различные подвесные модели можно комбинировать между собой для создания эффектного освещения. Светильники изготовлены с использованием металлической арматуры из латуни и хрома. Внутри каждого установлен СД/LED источник света. Управление осуществляется с помощью одного пульта дистанционного управления. Вы можете регулировать яркость и цветовую температуру (3000K-4000K-5000K). Для подвесных моделей доступны потолочные крепления-аксессуары различных диаметров и цветов, что позволяет гибко адаптировать светильник под любую монтажную задачу и интерьер.;Пульт ДУ;;Современный;Ярус
TRX004DR2-200S;ЛОЖЬ;Источник напряжения Technical TRX004DR2-200S;Technical;TRX004DR2-200S;https://maytoni.ru/i/TRX004DR2-200S;4510;RUB;107;ИСТИНА;ИСТИНА;Источник напряжения TRX004DR2-200S;;4.25111E+12;4487.45;40/85/220;4487.45;4510;0;Technical;Maytoni Technical;Блоки питания 48В;Power Supply S35;2;Нет;Нет;;;;AC 100-240 V 50/60 Hz;8504409100;Class3;IP 20;Черный;Алюминий;;;182;34;51;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Нет;Нет;;;200;;;;0;;https://mais-upload.maytoni.de/Photo/199ce6f8-dee4-41b6-9298-acd7fe914cc0/007standard/RENDER_TRX004DR2-200S_on_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/98725bd4-a956-4100-be39-aeed32168949/002standard/draft_TRX004DR2-200S_standard_(1).jpeg;;;;;;;Источник напряжения;0.56;0.59;КИТАЙ;;;Нет;Акция;;;;;;Да;;Источник напряжения встраиваемый S35 48В, 200Вт, черный;1;;;;;;;;;;;;;;;;;шт;Магнитная трековая система 35мм GRAVITY,Магнитная трековая система S35;;0.000966;4510;;https://mais-upload.maytoni.de/Documents/ea379d8c-b126-4d76-8014-fa3cacd21574/instruction_TRX004DR2-200S_(1).pdf;Источник напряжения;;;;;;;;;Maytoni Technical;Блоки питания 48В;Power Supply S35
O574WL-01GR;ЛОЖЬ;Уличный настенный светильник Outdoor O574WL-01GR;Outdoor;O574WL-01GR;https://maytoni.ru/i/O574WL-01GR;2690;RUB;130;ИСТИНА;ИСТИНА;Уличный настенный светильник O574WL-01GR;;4.09978E+12;2690;120/72/150;2907.89;2918.65;0;Outdoor;Maytoni Outdoor;Outdoor;Bowery;2;Нет;Нет;;;;AC 100-240 V 50/60 Hz;9405420032;Class1;IP 54;Серый;Алюминий;;64;;115;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Нет;Нет;GU10;1;50;;;;0;;https://mais-upload.maytoni.de/Photo/cd91f7cc-86ef-43ed-8e1f-0d662f035a1d/007standard/O574WL-01GR_on_w_standard_(2).jpeg;https://mais-upload.maytoni.de/Photo/1026829e-cf1a-463f-8a7c-f6001d1b74f2/026standard/RENDER_Main_Image_O574WL-01GR_standard.jpeg;https://mais-upload.maytoni.de/Photo/27a05271-f1d3-45eb-8279-f3c11742f8bd/034standard/Image_photo_O574WL-01GR_standard.jpeg;https://mais-upload.maytoni.de/Photo/aa4cb5c6-8354-4425-a100-29b7afda9364/053/O574WL-01GR_1_053_1.jpg;https://mais-upload.maytoni.de/Photo/80cb7e09-8172-46cb-bd03-971c2e4880cb/020standard/O574WL-01GR_blueprint_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/7871e638-c8d2-468a-b1ab-d2675537d425/037standard/RENDER_Photo_w_alpha_O574WL-01GR_standard.jpeg;https://mais-upload.maytoni.de/Photo/fa13d29b-bab3-4ad1-9881-f4cec2d22108/039standard/RENDER_CMYK_O574WL-01GR_w_standard.jpeg;https://mais-upload.maytoni.de/Photo/8c93480e-7308-4fa9-9c0b-13b462f8a571/041standard/Image_photo_CMYK_O574WL-01GR_standard.jpeg;Уличный настенный светильник;0.32;0.37;КИТАЙ;;;Нет;Матрица;https://mais-upload.maytoni.de/Documents/a30832ef-a291-4f2d-b8d3-821abaeb75ff/030/O574WL-01GR_0_030_0.mp4;;;;https://mais-upload.maytoni.de/Documents/2ce78a62-250c-44bb-97a8-1e52157cafcd/007/O574WL-01GR.rar;Нет;Серия настенных уличных светильников для декоративной подсветки. Корпус сделан из устойчивого к перепадам температуры и коррозии алюминиевого сплава и окрашен черной порошковой краской. Прочно вклеенное защитное стекло обеспечивает герметичность и предохраняет источник света от воздействия окружающей среды. Серия представлена моделями как с двухсторонним, так и односторонним направлением светового потока. В светильниках рекомендовано использовать лампы Voltega (art. 7060/7061) мощностью 7W и углом рассеивания 38°. Диммируемые версии ламп — art. 7108/7109.;Настенный светильник (бра) Бауэри / Bowery GU10х1 50Вт IP 54;1;;;;;https://mais-upload.maytoni.de/Photo/e65634b9-9bcd-424e-b277-1499d964e36d/049standard/how_shines_CMYK_O574WL-01GR_standard.jpeg;https://mais-upload.maytoni.de/Photo/6cac7182-ec05-462b-affc-97aa0c146ccd/009standard/element_O574WL-01GR_w_standard_(1).jpeg;https://mais-upload.maytoni.de/Photo/7e288ab9-4a30-42c6-816d-2d6d035af41d/027standard/Additional_perspective_O574WL-01GR_standard.jpeg;https://mais-upload.maytoni.de/Photo/9b0e62e7-7c86-4b1b-a85d-7b7513e85a16/030standard/How_it_shines_O574WL-01GR_standard.jpeg;https://mais-upload.maytoni.de/Photo/69fc79fb-9cd6-4c5c-9c85-6dad10dffb11/035standard/how_shines_under_the_site_O574WL-01GR_standard.jpeg;;;;;;;;шт;;;0.001615;;15.09.2026;https://mais-upload.maytoni.de/upload/media/7c938564-9d86-40ee-ba6b-04845c5b019c/instruction_O574WL-01GR.pdf;Уличный настенный светильник;;-40...+50°C;;;;Светодиодная лампа Wi-Fi MR16 GU10 5Вт 2700K-6500K MIX диммируемая (2425),Светодиодная лампа Wi-Fi MR16 GU10 5,5Вт 2700K-6500K MIX-RGB диммируемая (2426),Светодиодная лампа Стандарт MR16 6Вт 2800K 110° GU10 диммируемая (8457),Светодиодная лампа Стандарт MR16 7Вт 2800K 110° GU10 (7056),Светодиодная лампа Стандарт MR16 6Вт 2700K 110° GU10 диммируемая (7238),Светодиодная лампа Стандарт MR16 7Вт 3000K 110° GU10 (7249),Светодиодная лампа Стандарт MR16 7Вт 4000K 110° GU10 (7173) 3шт.,Светодиодная лампа Стандарт MR16 7Вт 4000K 110° GU10 (7057),Светодиодная лампа Стандарт MR16 7Вт 4000K 38° GU10 (7177) 3шт.,Светодиодная лампа Стандарт MR16 6Вт 4000K 38° GU10 диммируемая (7109),Светодиодная лампа Стандарт MR16 7Вт 3000K 38° GU10 (7253),Светодиодная лампа Стандарт MR16 6Вт 4000K 110° GU10 диммируемая (8458),Светодиодная лампа Стандарт MR16 6Вт 3000K 38° GU10 диммируемая (7251),Светодиодная лампа Стандарт MR16 6Вт 3000K 110° GU10 диммируемая (7239),Светодиодная лампа Стандарт MR16 7Вт 2700K 38° GU10 (7252),Светодиодная лампа Стандарт MR16 7Вт 2800K 110° GU10 (7172) 3шт.,Светодиодная лампа Стандарт MR16 6Вт 2800K 38° GU10 диммируемая (7108),Светодиодная лампа Стандарт MR16 7Вт 2800K 38° GU10 (7060),Светодиодная лампа Стандарт MR16 7Вт 2700K 110° GU10 (7247),Светодиодная лампа Стандарт MR16 6Вт 2700K 38° GU10 диммируемая (7250),Светодиодная лампа Стандарт MR16 7Вт 3000K 110° GU10 (7248),Светодиодная лампа Стандарт MR16 7Вт 4000K 38° GU10 (7061),Светодиодная лампа Стандарт MR16 7Вт 2800K 38° GU10 (7176) 3шт.;Серия Bowery из металла с порошковым окрашиванием в белом, сером, черном цветах и черном с латунью. Настенный монтаж. Дизайн с ромбовидным узором на плафоне подходит для декоративного освещения экстерьеров.;;Maytoni Outdoor;Outdoor;Бауэри
